parlhand.person.phid,parlhand.chamber.title,parlhand.electorate.label,_state,start_reason,start_date,end_date,_end_event,end_reason
"K5X",Senator,Victoria,VIC,1938-CASUAL1-VIC,1938-07-12,1940-09-20,1940-SEN,Expired Defeated
"BJ4",Senator,Queensland,QLD,1974-SEN,1974-05-18,1981-02-06,1981-CASUAL1-QLD,Resigned
"DJ4",Member,Ballaarat (now Ballarat),VIC,1975-HOR,1975-12-13,1980-10-18,1980-HOR,Defeated
"EJ4",Senator,New South Wales,NSW,1975-SEN,1975-12-13,1978-06-30,1977-SEN,Defeated
"EVL",Senator,Victoria,VIC,1980-SEN,1981-07-01,1983-02-04,1983-SEN,Defeated
"849",Member,Braddon,TAS,1998-HOR,1998-10-03,2004-10-09,2004-HOR,Defeated
"0V5",Member,Fisher,QLD,1984-HOR,1984-12-01,1987-07-11,1987-HOR,Defeated
"GJ4",Member,Bass,TAS,1984-HOR,1984-12-01,1993-03-13,1993-HOR,Defeated
"IJ4",Member,Northern Territory (HoR),NT,1998-HOR,1998-10-03,2001-11-10,2001-HOR,Abolished at Redistribution (to Lingiari)
"KUF",Member,Darling,NSW,1901-HOR1,1901-03-29,1917-05-05,1917-HOR,Defeated
"K6Z",Senator,Victoria,VIC,1940-SEN,1940-09-21,1944-06-30,1943-SEN,Defeated
"KJ4",Member,Diamond Valley,VIC,1983-HOR,1983-03-05,1984-12-01,1984-HOR,Abolished at Redistribution (to Jagajaga)
"KUX",Member,Lang,NSW,1953-BY3-LANG,1953-08-29,1977-12-10,1977-HOR,Abolished at Redistribution (to Grayndler)
"K7L",Senator,South Australia,SA,1903-SEN,1904-01-01,1917-04-03,1917-CASUAL2-SA,Resigned
"3E4",Senator,Queensland,QLD,1974-SEN,1974-05-18,1984-11-05,1984-CASUAL1-QLD,Resigned
"2V5",Member,Lilley,QLD,1993-HOR,1993-03-13,1996-03-02,1996-HOR,Defeated
"6E4",Member,Northern Territory (HoR),NT,1980-HOR,1980-10-18,1983-03-05,1983-HOR,Defeated
"QJ4",Member,Burke ii,VIC,1980-HOR,1980-10-18,1984-12-01,1984-HOR,Moved at Redistribution (to Calwell)
"182468",Senator,New South Wales,NSW,2010-SEN,2011-07-01,2013-08-09,2013-CASUAL3-NSW,Resigned
"K8L",Senator,New South Wales,NSW,1917-SEN,1917-07-01,1923-06-30,1922-SEN,Defeated
"KVT",Member,Hindmarsh,SA,1946-HOR,1946-09-28,1949-12-10,1949-HOR,Moved at Redistribution (to Port Adelaide)
"KWP",Member,Wimmera,VIC,1946-BY1-WIMMERA,1946-02-09,1949-12-10,1949-HOR,Moved at Redistribution (to Mallee)
"K9P",Senator,South Australia,SA,1921-CASUAL1-SA,1921-02-16,1921-08-04,1921-CASUAL1-SA-NOTCONFIRMED,Not confirmed
"K9T",Senator,South Australia,SA,1906-SEN,1907-01-01,1907-05-31,1907-CASUAL1-SA,voided
"E0D",Member,Bonner,QLD,2004-HOR,2004-10-09,2007-11-24,2007-HOR,Defeated
"KX7",Member,East Sydney,NSW,1931-BY2-EASTSYDNEY,1931-03-07,1931-12-19,1931-HOR,Defeated
"F4R",Member,Bland,NSW,1901-HOR1,1901-03-29,1906-12-12,1906-HOR,Moved at Redistribution (to South Sydney)
"KXD",Member,Fremantle,WA,1922-HOR,1922-12-16,1928-10-09,1928-HOR,Retired
"KXI",Member,Stirling,WA,1955-HOR,1955-12-10,1958-11-22,1958-HOR,Defeated
"1X4",Senator,New South Wales,NSW,1987-CASUAL1-NSW,1987-02-11,1987-07-11,1987-SEN,Defeated
"0K4",Member,Sturt,SA,1966-HOR,1966-11-26,1969-10-25,1969-HOR,Defeated
"KBH",Member,Sturt,SA,1949-HOR,1949-12-10,1954-05-29,1954-HOR,Defeated
"L1P",Member,Gippsland,VIC,1906-HOR,1906-12-12,1913-05-31,1913-HOR,Defeated
"DV4",Senator,Western Australia,WA,1966-CASUAL1-WA,1966-02-17,1966-11-26,1966-SEN-PART,Expired Defeated
"E0F",Member,La Trobe,VIC,2004-HOR,2004-10-09,2010-08-21,2010-HOR,Defeated
"1K4",Member,Lowe,NSW,1987-HOR,1987-07-11,1993-03-13,1993-HOR,Defeated
"8E4",Member,Chisholm,VIC,1987-HOR,1987-07-11,1998-10-03,1998-HOR,Moved to Casey
"L1T",Member,Adelaide,SA,1914-BY1-ADELAIDE,1914-01-10,1919-12-13,1919-HOR,Defeated
"KD4",Member,Henty,Vic,1975-HOR,1975-12-13,1980-10-18,1980-HOR,Defeated
"K1L",Senator,Victoria,Vic,1913-SEN,1913-07-01,1920-06-30,1919-SEN,Defeated
"JRH",Member,Nepean,NSW,1906-HOR,1906-12-12,1910-04-13,1910-HOR,Defeated
"MT4",Member,Corinella ii,Vic,1990-HOR,1990-03-24,1993-03-13,1993-HOR,Defeated
"PD4",Member,Diamond Valley,Vic,1969-HOR,1969-10-25,1972-12-02,1972-HOR,Defeated
"K3O",Senator,South Australia,SA,1955-CASUAL1-SA,1955-10-11,1961-12-08,1962-CASUAL1-SA,Resigned
"9F4",Member,Griffith,QLD,1966-HOR,1966-11-26,1977-12-10,1977-HOR,Moved at Redistribution (to Fadden)
"JWY",Member,Riverina i,NSW,1901-HOR1,1901-03-29,1903-12-16,1903-HOR,Defeated
"3V4",Member,Higinbotham,VIC,1960-BY6-HIGINBOTHAM,1960-12-10,1969-10-25,1969-HOR,Abolished at Redistribution (to Hotham)
"JF4",Member,Flinders,Vic,1983-HOR,1983-03-05,1984-12-01,1984-HOR,Moved at Redistribution (to Dunkley)
"K5L",Member,Cook i,NSW,1955-BY1-COOK,1955-05-21,1955-12-10,1955-HOR,Abolished at Redistribution (to Watson)
"JTT",Senator,South Australia,SA,1961-CASUAL1-SA,1961-09-28,1961-12-08,1961-SEN,Expired Retired
"3G4",Member,Hughes,NSW,1966-HOR,1966-11-26,1969-10-25,1969-HOR,Moved at Redistribution (to Cook)
"JY7",Member,Boothby,SA,1922-HOR,1922-12-16,1928-11-17,1928-HOR,Defeated
"JYV",Member,Hume,NSW,1943-HOR,1943-08-21,1949-12-10,1949-HOR,Defeated
"KAY",Member,Corangamite,VIC,1918-BY3-CORANGAMITE,1918-12-14,1929-10-12,1929-HOR,Defeated
"KCQ",Member,St George,NSW,1949-HOR,1949-12-10,1954-05-29,1954-HOR,Defeated
"KFW",Member,Bass,TAS,1929-HOR,1929-10-12,1934-09-15,1934-HOR,Defeated
"4H4",Member,Isaacs,VIC,1969-HOR,1969-10-25,1974-05-18,1974-HOR,Defeated
"AH4",Member,Riverina i,NSW,1980-HOR,1980-10-18,1984-12-01,1984-HOR,Abolished at Redistribution (to Riverina-Darling)
"DQC",Member,Bendigo,Vic,1917-HOR,1917-05-05,1922-12-16,1922-HOR,Moved at Redistribution (to North Sydney, NSW)
"KS9",Senator,Queensland,QLD,1922-CASUAL1-QLD,1922-05-26,1922-12-15,1922-SEN,Expired Defeated
"KLB",Member,Coolgardie,WA,1901-HOR1,1901-03-29,1913-05-31,1913-HOR,Abolished at Redistribution (to Kalgoorlie - Defeated)
"KLL",Member,Hindmarsh,SA,1919-HOR,1919-12-13,1946-08-14,1946-HOR-NOBY,Resigned
"KNF",Member,Richmond,NSW,1910-HOR,1910-04-13,1922-12-16,1922-HOR,Defeated
"KOL",Member,Grey,SA,1931-HOR,1931-12-19,1937-09-21,1937-HOR,Retired
"009MB",Member,Echuca,Vic,1934-HOR,1934-09-15,1937-10-23,1937-HOR,Abolished at Redistribution (to Indi)
"5I4",Senator,Australian Capital Territory,ACT,1988-CASUAL1-ACT,1988-02-16,1996-02-06,1996-SEN,Resigned
"L4X",Member,Indi,Vic,1910-HOR,1910-04-13,1913-05-31,1913-HOR,Defeated
"K58",Member,West Sydney,NSW,1946-HOR,1946-09-28,1949-12-10,1949-HOR,Moved at Redistribution (to Martin)
"JZ9",Senator,Tasmania,TAS,1901-SEN1,1901-03-29,1906-12-31,1906-SEN,Defeated
"JZC",Senator,South Australia,SA,1907-CASUAL1-SA,1907-07-11,1907-12-20,1908-SEN-PART,voided
"140651",Member,Robertson,NSW,2010-HOR,2010-08-21,2013-09-07,2013-HOR,Defeated
"K1J",Senator,New South Wales,NSW,1917-SEN,1917-07-01,1921-11-23,1921-CASUAL2-NSW,Resigned
"0J4",Member,Parramatta,NSW,1973-BY1-PARRAMATTA,1973-09-22,1977-12-10,1977-HOR,Moved at Redistribution (to Dundas)
"IJ4",Member,Northern Territory (HoR),NT,1987-HOR,1987-07-11,1996-03-02,1996-HOR,Defeated
"K8L",Member,Barrier,NSW,1901-HOR1,1901-03-29,1917-03-26,1917-HOR,Retired
"KXI",Member,Swan,WA,1954-HOR,1954-05-29,1955-12-10,1955-HOR,Moved at Redistribution (to Stirling)
"KBH",Senator,South Australia,SA,1937-SEN,1938-07-01,1944-06-30,1943-SEN,Defeated
"DQC",Member,West Sydney,NSW,1901-HOR1,1901-03-29,1917-05-05,1917-HOR,Moved to Bendigo, VIC
"JKM",Senator,Tasmania,TAS,2015-CASUAL4-TAS,2015-08-19,,,
"170166",Senator,South Australia,SA,2015-CASUAL5-SA,2015-09-22,,,
